,id,dist,baseh,basemu,basemed,basestd,scaledh,scaledmu,scaledmed,scaledstd,taille
127,uni60_0_800.0,uni,5.86603218387853,-0.018982005128229028,-0.09290396510544907,0.44925050674704603,5.822358812655364,0.4876337763582496,0.4406857832621117,0.28531994681548384,60
128,uni60_0_900.0,uni,5.850475864325641,0.11647075880704925,0.17530735783365559,0.5235062271200097,5.858921084150268,0.5708225454481245,0.6039522435008142,0.2947757606680473,60
129,uni60_0_1000.0,uni,5.833734225526833,0.1232218988747756,0.2864905703273667,0.5851555332417866,5.875414090357244,0.563150745453344,0.645425534653887,0.2948731542840956,60
130,uni60_1_100.0,uni,5.8881668721170115,0.9910985744546007,0.9980428855351003,0.05752063358117333,2.4620311751652104,0.46246695048716424,0.4979790568836222,0.2941514048041948,60
131,uni60_1_200.0,uni,5.886219977344576,1.0038069995173884,0.9989716577896827,0.10199563118228457,3.935485875563341,0.5185513814345206,0.504771167359662,0.2906767942250738,60
132,uni60_1_300.0,uni,5.868573347186469,1.0042031654272434,0.9861839405803059,0.16626145367560646,4.25466491261192,0.5087301925044353,0.4785304851203399,0.27864945872580615,60
133,uni60_1_400.0,uni,5.877967873387457,0.9943685018563811,1.0210082373837528,0.21884338652629268,4.969915007055444,0.49594333034621924,0.5302646610153492,0.28194710214009944,60
134,uni60_1_500.0,uni,5.891163311045929,1.0223361937493267,1.0025772597936926,0.3059384970263036,5.321765120849788,0.5315517680346542,0.5112009422007048,0.315103086171669,60
135,uni60_1_600.0,uni,5.893432807491429,1.0079149926291402,0.9962849670345539,0.3563572816208078,5.491340262712479,0.5097985043491582,0.4998609329038848,0.3044985513874275,60
136,uni60_1_700.0,uni,5.864678268329078,0.9700906954641151,0.9799607843099389,0.3812662409833221,5.594345986614813,0.46822935030879453,0.47575081321117,0.29054245937183987,60
137,uni60_1_800.0,uni,5.864325908573777,0.9199001586842489,0.8334726614741707,0.45702720687863463,5.790865945726697,0.44766698180295794,0.39301344230505286,0.28900703258876764,60
138,uni60_1_900.0,uni,5.877992386253112,1.0235123198891918,1.035382930823644,0.5245180446184297,5.8544415361005955,0.5138956691873536,0.5205375738768309,0.2934810078018431,60
139,uni60_1_1000.0,uni,5.879624090455914,0.9473663011479881,0.8538538675702773,0.6192090395121324,5.889516642392836,0.47358777539515484,0.42656592458995546,0.31136346215366084,60
140,uni60_2_100.0,uni,5.871347770833489,2.004053791368419,2.009074052578876,0.05561934177032399,0.0587995680778791,0.5186949847232214,0.5445313277567569,0.2862401642138331,60
